菜品ID,创建时间,菜名,烹饪方法,口味,制作步骤,相克食物,适用场景,口感,类别,主料,辅料,调料,推荐指数,麻辣指数,营养指数,难易指数,时间指数,减肥指数,养颜指数,菜品分类,营养成分_核黄素,营养成分_能量,营养成分_蛋白质,营养成分_脂肪,营养成分_碳水化合物,营养成分_叶酸,营养成分_膳食纤维,营养成分_胆固醇,营养成分_维生素A,营养成分_维生素B6,营养成分_维生素C,营养成分_维生素E,营养成分_胡萝卜素,营养成分_硫胺素,营养成分_烟酸,营养成分_钙,营养成分_磷,营养成分_钾,营养成分_钠,营养成分_碘,营养成分_镁,营养成分_铁,营养成分_锌,营养成分_硒,营养成分_铜,营养成分_锰,营养成分_维生素B12,营养成分_生物素,营养成分_泛酸,营养成分_维生素D,营养成分_维生素K,烹饪时长,难度等级,预估成本
111,2018-06-22 01:55:31,爆炒腰花,油爆,咸鲜味,1.猪腰撕去皮膜，平刀片为两半，去净腰臊；2.猪腰洗净后在剖面剞麦穗花刀，再改成4 厘米长、2 厘米宽的条；3.猪腰条用精盐、黄酒、湿淀粉抓匀浆透；4.水发玉兰片切成3 厘米长、2 厘米宽的薄片；5.葱切成2 厘米长马蹄片；6.水发木耳个大的撕碎；7.炒锅置旺火上烧热，用油滑过，加熟猪油烧九成热，将腰花投入爆熟倾入漏勺沥去油；8.原炒勺另加熟猪油烧七成热，投入葱、姜、蒜煸出香味，放入玉兰片、木耳，加黄酒、酱油勾芡，倒入腰花上汁，淋入熟猪油，翻匀装盘即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,花形美观，脆嫩鲜美。,陕菜 补虚养身食谱 壮腰健肾食谱 肾调养食谱 孕晚期食谱,猪腰子200克,木耳(水发)15克 淀粉(蚕豆)8克,姜3克 盐2克 小葱10克 黄酒15克 大蒜（白皮）3克 酱油10克 猪油（炼制）30克 味精2克,7,0,8,7,6,0,0,陕菜,2.41毫克,487.1千卡,33.8克,33.59克,12.15克,21.06微克,0.7克,887.9毫克,101.54微克,,2.58毫克,2.77毫克,93微克,0.41毫克,0.36毫克,56.35毫克,454.61毫克,512.77毫克,1799.11毫克,0.24微克,74.97毫克,2.41毫克,6.66毫克,315.09微克,0.11毫克,0.46毫克,,,,,,56,3,9.4
112,2018-06-22 01:55:34,羊肉冻豆腐,原炖,咸鲜味,1.羊肉洗净，切成4 厘米见方的块；2.将羊肉块投入凉水锅中（淹浸羊肉为度），旺火烧开，撇去血沫；3.再加花椒面、精盐、姜末、虾米，用小火炖烂；4.冻豆腐挤干水分，切成4 厘米见方的块；5.将冻豆腐块投入羊肉锅内，炖10 分钟，加粉条、菠菜，烧制；6.烧开后撒入韭黄末、香菜、味精，出锅装盆即成。,,中餐、晚餐,冻豆腐与羊肉同炖，鲜味进入孔内，越嚼越香，越嚼越有味，是天下少有的美味。,陕菜 冬季养生食谱 肢寒畏冷食谱 补阳食谱 补虚养身食谱,羊肉(肥瘦)500克 冻豆腐1500克,菠菜100克 粉条250克 韭黄10克,味精1克 香菜10克 小葱10克 盐10克 姜5克 花椒粉5克,7,0,8,7,4,0,6,陕菜,1.31毫克,3121.83千卡,221.72克,127.13克,283.6克,105.5微克,11.15克,460毫克,637.15微克,,40.6毫克,43.98毫克,3161.5微克,0.93毫克,26.8毫克,2699.8毫克,2636.54毫克,3478.09毫克,4642.6毫克,140.34微克,604.82毫克,57.09毫克,35.93毫克,202.39微克,8.46毫克,8.63毫克,,,,,,90,3,27.6
113,2018-06-22 01:55:37,清汤里脊,汆,咸鲜味,1.将肉除净筋膜，片成0.5 厘米厚、6 厘米长的大片，平铺在案板上；2.干淀粉压细，用纱布包住，在肉片两面边抖边捶边擀，捶擀到肉片薄如纸时，切成3 厘米大的四方片；3.将肉片投入沸水锅中一氽，立即捞出；4.再用凉水漂两次后，在清水中泡3 分钟捞出，沥去水；5.将葱劈开，与香菜均切成1 厘米长的段；6.核桃仁用水烫过，去衣切片，泡入水中；7.水发玉兰片切成2.5 厘米长的片；8.汤锅内放入鸡汤，用中火烧沸，下里脊片、玉兰片、葱、姜、精盐，烹入黄酒，撇净浮沫，加味精，盛在大碗中，放上核桃仁、紫菜、香菜即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,汤清味鲜，肉嫩爽口。,营养不良食谱 补虚养身食谱 气血双补食谱 陕菜,猪里脊肉200克,菠菜25克 玉兰片10克 核桃50克 紫菜(干)5克 淀粉(蚕豆)20克,大葱3克 姜5克 盐5克 黄酒10克 味精1克 香菜10克,7,0,8,6,6,0,0,陕菜,0.42毫克,727.47千卡,51.05克,45.45克,34.77克,111.11微克,7.81克,110毫克,166.68微克,,13.79毫克,23.62毫克,939.92微克,1.06毫克,11.7毫克,100.64毫克,561.99毫克,1051.24毫克,2203.79毫克,227.5微克,151毫克,9.14毫克,6.19毫克,13.73微克,1.07毫克,7.51毫克,,,,,,72,5,10.1
114,2018-06-22 01:55:43,金边白菜,滑炒,酸辣味,1.将白菜洗净去叶，取白菜帮洗净沥干水，用刀拍松，抹刀切成1厘米宽的条。红干辣椒切成3厘米长的条片。2.锅内加植物油烧热，放入干辣椒片炸至变色，下入葱（切末）姜（切末）末及白菜，旺火速炒，烹入米醋翻炒，再加入酱油、白糖、精盐、料酒、味精煸炒，至色变黄时，用湿淀粉10（淀粉5克加水）勾芡，淋入香油，出锅装盘即成。,,早餐、中餐、晚餐、零食,色泽美观，酸辣脆鲜。,陕菜 便秘食谱 高脂血症食谱 动脉硬化食谱 减肥瘦身食谱,大白菜(小白口)350克,,辣椒(红、尖)10克 大葱10克 姜10克 料酒5克 醋20克 白砂糖8克 盐4克 味精2克 酱油10克 淀粉(豌豆)5克 植物油30克 香油15克,7,3,7,8,7,6,6,陕菜,0.14毫克,260.21千卡,6.78克,15.51克,27.09克,1.78微克,4.02克,,44.6微克,0.02毫克,81.6毫克,11.25毫克,267.4微克,0.09毫克,2.42毫克,184.88毫克,177.82毫克,651.79毫克,2488.45毫克,0.24微克,64.96毫克,5.78毫克,1.6毫克,3.58微克,0.3毫克,1.72毫克,,,,,,32,1,8.8
115,2018-06-22 01:55:44,酱爆鱿鱼卷,酱爆,酱香味,1.葱、姜切成末；2.桃仁切成薄片；3.把水发鱿鱼边修整齐，先从右角起刀，用坡刀刻至尾部，再从左角起刀，用坡刀法制至尾部，改成2.5 厘米宽的段，按此法制完；4.改刀后的鱿鱼放入清水中淘洗两遍，倒入漏勺中沥净水分待用；5.炒锅坐旺火上，加清水1000毫升烧开，投入鱿鱼块，卷成爆花筒后，立即倒入漏勺，沥干水分待用；6.炒锅置旺火上，加菜籽油烧七成热时，倒入鱿鱼卷，随即用漏勺捞起，沥出余油待用；7.炒锅置中火上，加菜籽油，投入花椒，边烧边搅动，花椒变黑时捞出不用，炒锅移在小火上；8.另取炒锅加菜籽油，烧热后，投入葱、姜末炒出香味，加甜面酱、白糖炒浓，烹入鲜汤搅匀，加精盐、黄酒、味精，用湿淀粉勾芡；9.把前一锅中的花椒油烹入，用手勺搅至汁烹起时，投入鱿鱼卷，淋香油颠翻出锅装盘；10.再撒上豌豆、桃仁片即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,色泽棕黄，柔软脆嫩，酱香扑鼻，佐酒下饭均宜。,陕菜 贫血食谱 延缓衰老食谱 明目食谱 健脾开胃食谱,鱿鱼(干)200克,豌豆25克 淀粉(蚕豆)5克,小葱15克 姜3克 甜面酱50克 花椒1克 白砂糖15克 盐3克 味精1克 黄酒10克 香油10克 菜籽油50克,7,0,7,6,6,0,5,陕菜,0.37毫克,1353.29千卡,125.53克,69.66克,56.39克,24.77微克,2.05克,1742毫克,33.82微克,,6.77毫克,58.34毫克,202.5微克,0.18毫克,11.53毫克,226.81毫克,868.38毫克,2477.15毫克,4247.93毫克,5.02微克,416.86毫克,12.92毫克,23.93毫克,315.91微克,2.39毫克,1.16毫克,,,,,,71,5,15.3
116,2018-06-22 01:55:48,红烧鲤鱼,红烧,咸鲜味,1.先把鱼去鳞、鳃、鳍，然后剖腹除去内脏，冲洗干净，沥干水分；2.治净的鱼放肉墩上用刀剞上花刀，用酱油、盐、黄酒浸腌片刻；3.在猪肥膘肉的剔皮部横剞数刀，再顺长切成火柴根厚的鸡冠肉片；4.姜、蒜切片，葱斜切为3 厘米长的马耳形待用；5.火上架炒勺烧热，倒入熟猪油，烧至八成热时，把腌入味的鱼分两段（前、后两部）下勺，炸至上色滗漓出油；6.炒勺内留油，把猪肥膘推入煸炒，紧接放入葱、姜、蒜微炒，然后加汤500毫升，酱油、盐、白糖、黄酒和味精，将炸好的鱼放入，移小火烧30分钟，使鱼入味；7.再用水淀粉勾芡汁，将鱼盛入鱼盘内对接成一条；8.所有的芡汁全部淋浇在上面，即可上桌。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐主料 鲤鱼750克,,通乳食谱 动脉硬化食谱 陕菜 水肿食谱,鲤鱼750克,淀粉(蚕豆)15克,味精2克 猪油（炼制）60克 盐6克 酱油30克 白砂糖15克 小葱15克 大蒜（白皮）10克 姜10克 黄酒15克,7,0,7,5,5,6,5,陕菜,0.76毫克,1510.51千卡,135.62克,90.68克,39.74克,277.18微克,0.72克,685.8毫克,228微克,,4.25毫克,12.83毫克,146微克,0.28毫克,21.04毫克,430.07毫克,1618.08毫克,2694.32毫克,4660.29毫克,35.97微克,307.66毫克,11.14毫克,16.24毫克,116.55微克,0.55毫克,1.18毫克,,,,,,54,3,37.1
117,2018-06-22 01:55:48,金边白菜,干炒,酸甜味,1.将大白菜剥去老帮，洗净控干水分，菜面朝上放砧板上，用刀拍一下，使之变松，便于入味，再切4 厘米长、2 厘米宽的条；2.干辣椒切开去籽，切成3 厘米长的段；3.炒锅内放入菜籽油，用旺火烧至七成热，投入辣椒段炸至辣味透出；4.再下姜末和白菜，用旺火急速煸炒，烹入醋，颠翻几下；5.再加酱油、精盐、白糖，煸至四边刀口呈金黄色时，用湿淀粉勾芡淋入香油颠翻装盘即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐主料 大白菜(白梗)500克,,陕菜 减肥瘦身食谱 利尿食谱 便秘食谱,大白菜(白梗)500克,淀粉(蚕豆)8克,辣椒(红、尖、干)8克 姜5克 酱油20克 盐5克 醋20克 白砂糖10克 香油5克 菜籽油50克,7,3,6,8,7,6,3,陕菜,0.4毫克,704.49千卡,11.34克,57克,43.06克,0.27微克,6.55克,,211.4微克,,235.2毫克,39.24毫克,1258.5微克,0.36毫克,4.76毫克,374.39毫克,242.71毫克,892.15毫克,3621.95毫克,0.48微克,109.02毫克,8.12毫克,2.51毫克,2.54微克,0.33毫克,3.05毫克,,,,,,49,2,9.6
118,2018-06-22 01:55:52,光头肉片,油爆,咸鲜味,1.将猪臀尖肉切成2.5 厘米长、0.5 厘米宽、0.2 厘米厚的薄片；2.将切好的肉片用酱油、黄酒、湿淀粉抓匀浆好；3.大葱劈开，切成2 厘米长的段；4.水发木耳个大的撕小；5.炒锅内放菜籽油，用旺火烧至七成热，下入肉片，用手勺搅转，使肉片伸展开；6.待油温升至八成热时，滗去余油；7.再烹入黄酒，下葱、姜、酱油、精盐、味精、木耳翻炒均匀；8.再用湿淀粉勾芡，颠翻几下，淋入熟菜籽油即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,滋味醇正,青少年食谱 陕菜 营养不良食谱 家常菜 健脾开胃食谱,猪肉（后臀尖）200克,木耳(水发)10克 淀粉(蚕豆)10克,大葱10克 姜5克 盐3克 黄酒15克 味精1克 酱油15克 菜籽油30克,7,0,6,7,7,0,2,陕菜,0.26毫克,1004.28千卡,31.11克,91.67克,12克,1.32微克,0.72克,174毫克,34.8微克,0.02毫克,0.6毫克,20.92毫克,16.9微克,0.54毫克,6.04毫克,45.06毫克,304.34毫克,443.46毫克,2246.66毫克,0.36微克,60.98毫克,5.44毫克,2.21毫克,6.38微克,0.36毫克,0.55毫克,,,,,,71,5,15.3
119,2018-06-22 01:55:54,奶汤锅子鱼,其他,奶汤咸鲜,1.将鱼刮去鳞，挖掉鳃洗净，剖腹开膛，取出内脏，切断头，劈成两片；2.将制净的鱼斜刀刻成瓦块形的连刀块，放盆内，加精盐、黄酒，搅拌均匀，浸渍；3.将萝卜洗净，切成细条，置沸水焯透；4.菠菜摘洗净切成段；5.豆腐切条；6.粉丝煮透；7.香菇、虾米、冬笋置沸水浸透，切片；8.精火腿切片，葱择洗净切成段，姜切片和粒，分放；9.将锅添少许油烧沸，投进鱼块，边煎边翻，及时起锅沥去油；10.再将锅添油烧热，倾进面粉，用勺研搅，炒至雪白色，加入上汤、鱼块，和入精盐、味精、黄酒、葱、姜，用文火煮透；11.将鱼带汤倒入鱼锅，用火腿、虾米、香菇、冬笋蘸面，关盖后先将酒精注入鱼锅底部；12.待四菜碟（菠菜、豆腐、萝卜、粉丝）、姜醋汁一起上席；13.再点燃鱼锅底下的酒精，将锅烧沸，即可蘸食；14.就餐时，揭去锅盖，下香菜和白胡椒面，将鱼肉夹出，蘸姜醋汁吃；15.吃过一半后，向锅内续奶汤，下菠菜、豆腐、萝卜、粉丝，继续烧沸，连汤带菜一起吃。,鲤鱼 鲤鱼忌与绿豆、芋头、牛羊油、猪肝、鸡肉、荆芥、甘草、南瓜、赤小豆和狗肉同食，也忌与中药中的朱砂同服；鲤鱼与咸菜相克：可引起消化道癌肿。,中餐、晚餐主料 鲤鱼725克,,陕菜 特色菜,鲤鱼725克,猪肉(肥瘦)100克 虾米5克 冬笋15克 菠菜100克 粉丝50克 火腿10克 香菇（鲜）10克 萝卜100克 豆腐(南)100克 小麦面粉25克,胡椒粉1克 味精2克 黄酒25克 香醋20克 姜8克 香菜10克 小葱15克 盐5克,6,0,9,5,4,0,0,陕菜,1.1毫克,1646.96千卡,161.48克,74.36克,86.74克,415.74微克,6.79克,719.15毫克,739.49微克,0.08毫克,61.52毫克,18.29毫克,3208.2微克,0.73毫克,27.54毫克,682.43毫克,1934.7毫克,3471.37毫克,3170.6毫克,63.52微克,430.44毫克,18.99毫克,21.21毫克,136.26微克,4.89毫克,1.98毫克,,,,,,107,5,44.3
120,2018-06-22 01:56:01,豆腐包子,包裹蒸,原本味,1.将葱、姜去皮洗净，均切成末备用；将豆腐洗净，放入沸水锅中煮透，捞出沥干，切成约1厘米的丁，备用。2.将黄瓜、蒜苗洗净，沥干水分，切成碎丁；海米泡好，捞出切成碎粒，备用。3.将豆腐放入盆中，加入黄瓜丁、蒜苗丁、海米、葱末、姜末、花生油、黄酱、麻油、味精、精盐、胡椒粉拌匀，即成馅料。4.将面粉与酵母掺在一起，用温水和好，揉匀，待面团发起，对入适量食碱，揉匀揉透，分成大小均匀的面剂，擀成圆皮，将馅料放入圆皮的中间，收边捏紧，捏成18-20个褶，即成包子生坯。5.将包子生坯摆入屉中，用旺火沸水蒸熟，即可食用。,,早餐、中餐、晚餐、零食,此包鲜香可口，营养丰富。,陕菜 学龄期儿童食谱 青少年食谱 老人食谱 孕妇食谱,小麦面粉600克 豆腐(北)450克,虾米60克 黄瓜75克 蒜苔60克,大葱30克 姜10克 盐8克 味精4克 黄酱35克 胡椒粉2克 碱1克 香油15克 花生油35克 酵母15克,6,0,8,6,6,0,0,陕菜,1.14毫克,3367.61千卡,177.4克,104.02克,469.99克,611.9微克,40.09克,315毫克,105.2微克,0.69毫克,8.65毫克,71.35毫克,555.9微克,4.1毫克,23.12毫克,1074.9毫克,2295.6毫克,2288.61毫克,7727.81毫克,73.99微克,771.6毫克,26.32毫克,8.25毫克,106.81微克,2.31毫克,2.56毫克,,,,,,65,3,21.6
121,2018-06-22 01:56:05,盐水大虾,煮,咸鲜味,1.将虾洗净，剪去须，尾，去掉头部沙包；2.再从脊背剪开，挑去沙线，待用；3.煮锅加入清水1000克，放入葱、姜、花椒、料酒、盐，旺火煮沸；4.撇浮沫，下入大虾煮熟；5.然后将虾捞出，晾凉，煮虾的水沉淀；6.将清澈的汤撇出放小盆内，冷却；7.将虾用原汤泡上浸入味；8.食用时，可将虾改刀，码放整齐置于平盘内，再淋上少许原汤即可。,对虾 虾忌与某些水果同吃。虾含有比较丰富的蛋白质和钙等营养物质。如果把它们与含有鞣酸的水果，如葡萄、石榴、山楂、柿子等同食，不仅会降低蛋白质的营养价值，而且鞣酸和钙离子结合形成不溶性结合物刺激肠胃，引起人体不适，出现呕吐、头晕、恶心和腹痛腹泻等症状。海鲜与这些水果同吃至少应间隔2小时。,早餐、中餐、晚餐,清淡鲜美，虾味浓郁。,清真菜 补阳食谱 通乳食谱 补血食谱 肾调养食谱,对虾800克,,料酒10克 盐12克 大葱10克 姜8克 花椒2克,8,0,8,8,7,0,0,清真菜,0.57毫克,754.74千卡,149.2克,6.66克,25.13克,1.43微克,1.03克,1544毫克,123.8微克,0.02毫克,0.62毫克,5.01毫克,22.8微克,0.09毫克,13.75毫克,519.88毫克,1829.88毫克,1760.36毫克,6041.95毫克,,351.58毫克,12.46毫克,19.16毫克,269.98微克,2.77毫克,1.35毫克,,,,,,67,3,55.0
122,2018-06-22 01:56:05,番茄烧豆腐,红烧,茄汁味,1.豆腐用刀切成长方块，下锅煮一下捞起；2.番茄用滚水汤一下，去皮去籽，剁成茸；3.油下锅先把番茄炒一下，即加汤汁；4.放入豆腐、盐、味精、葱头、姜片，用文火煮至入味；5.加豆粉水勾芡即成。,番茄 西红柿忌与石榴同食。,早餐、中餐、晚餐主料 豆腐(南)500克,,清真菜 健脾开胃食谱 老人食谱 延缓衰老食谱 更年期食谱,豆腐(南)500克,番茄125克,植物油25克 淀粉(蚕豆)10克 盐2克 味精2克 大葱10克 姜5克,8,0,8,8,6,6,7,清真菜,0.12毫克,477.56千卡,30.7克,29.31克,33.78克,137.32微克,10.8克,,81.25微克,0.34毫克,18毫克,29.12毫克,483.65微克,0.34毫克,5.71毫克,583.69毫克,416.73毫克,1020.86毫克,980.5毫克,3.12微克,199.78毫克,6.65毫克,2.36毫克,6.29微克,20.07毫克,0.45毫克,,,,,,39,2,12.2
123,2018-06-22 01:56:06,酸辣豆腐汤,烧,酸辣味,1.将豆腐、洋葱、木耳、冬笋、黄瓜、西红柿全部切成丝；2.牛肉瘦肉切成丝；3.肉丝用淀粉，少许酱油浆过备用；4.锅烧热，放入油，先放入洋葱，煸炒几下；5.然后放入汤和其他原料，烧开五分钟左右；6.再放入调料，有酸辣味即可。,番茄 西红柿忌与石榴同食。,早餐、中餐、晚餐,酸辣适度，清淡解腻。,清真菜 骨质疏松食谱 营养不良食谱 气血双补食谱 健脾开胃食谱,豆腐(南)200克,牛肉（瘦）100克 洋葱（白皮）30克 木耳(水发)25克 冬笋25克 番茄50克 黄瓜15克,盐3克 醋15克 辣椒油5克 酱油5克 胡椒粉2克 料酒5克 淀粉(玉米)10克 植物油25克,8,6,8,7,6,0,0,清真菜,0.24毫克,403.14千卡,34.81克,19.27克,28.19克,63.43微克,5.41克,58毫克,46.75微克,0.13毫克,11.25毫克,18.28毫克,244.7微克,0.25毫克,9.31毫克,266.55毫克,395.24毫克,812.4毫克,1575.32毫克,12.29微克,130.72毫克,8.82毫克,5.12毫克,14.09微克,8.23毫克,0.94毫克,,,,,,54,3,16.3
124,2018-06-22 01:56:13,怪味鸡块,拌,怪味,1.此菜中的鸡块为已熟的鸡块，将其摆码整齐；2.大葱洗净将葱白切丝放在上面，叶另作他用；3.调料中的芝麻为炒香的熟芝麻；4.用小碗一只放芝麻酱油调化，放精盐、酱油继续搅，咸味吃定后放白糖、甜酱油和味精搅匀，放花椒面、辣椒油再搅成清浆状，吃时再放入炒香的芝麻；5.上桌时将调好的怪味酱浇在鸡块上即可。,,早餐、中餐、晚餐,诸味兼有,清真菜 健脾开胃食谱 营养不良食谱 青少年食谱,鸡肉400克,大葱70克,盐3克 酱油8克 白砂糖10克 酱油5克 花椒粉5克 醋5克 芝麻酱10克 香油10克 味精2克 辣椒油10克 芝麻10克,8,6,7,8,8,0,0,清真菜,0.47毫克,1045.4千卡,84.05克,67.49克,30.1克,40.85微克,4.71克,424毫克,206.35微克,0.11毫克,2.1毫克,25.84毫克,84.8微克,0.31毫克,24.09毫克,305.14毫克,791.05毫克,1214.36毫克,2372.98毫克,50.6微克,158.18毫克,14.43毫克,5.73毫克,48.49微克,0.61毫克,1.13毫克,,,,,,39,2,19.7
125,2018-06-22 01:56:19,香辣冬瓜丝,拌,香辣,1.将冬瓜切成厚0.5厘米的片，再改切成0.5厘米粗的丝，装大碗内；2.加适量精盐拌匀腌15分钟后，挤出大部分水分；3.粉丝用开水泡发好后沥净水，切成8厘米长的段；4.水发木耳洗净切细丝；5.蒜去皮洗净切末；6.取小碗一只，放入蒜末、精盐、味精、醋、辣椒油、麻油调拌均匀，兑成调味汁；7.取净盘一只，粉丝铺底，上放抖散的冬瓜丝，冬瓜丝上面放木耳丝；8.将小碗内的调味汁均匀地浇在上面，食用时拌匀即可。,木耳(水发) 木耳不宜与田螺同食，从食物药性来说，寒性的田螺，遇上滑利的木耳，不利于消化，所以二者不宜同食。患有痔疮者木耳与野鸡不宜同食，野鸡有小毒，二者同食易诱发痔疮出血。木耳不宜与野鸭同食，野鸭味甘性凉，同时易消化不良。,早餐、中餐、晚餐、,黑白分明，口味香辣微酸，瓜丝绵软，粉丝爽滑，令人回味无穷。,清真菜 防暑食谱 夏季养生食谱 利尿食谱 减肥瘦身食谱,冬瓜600克,粉丝150克 木耳(水发)20克,大蒜（白皮）10克 辣椒油20克 香油15克 醋20克 盐5克 味精2克,8,2,7,8,7,7,0,清真菜,0.06毫克,893.56千卡,4.97克,36.58克,145.45克,56.68微克,8.88克,,8.7微克,0.12毫克,96.9毫克,29.77毫克,53微克,0.06毫克,2.31毫克,135.7毫克,123.38毫克,480.58毫克,2215.62毫克,,92.84毫克,12.72毫克,1.49毫克,6.16微克,0.18毫克,1.19毫克,,,,,,66,4,14.9
126,2018-06-22 01:56:26,炒茭白,炒,咸鲜味,1.将茭白剥去外部皮叶，削去内部硬皮，洗净；2.茭白切成柳叶片，放开水锅中烫透；3.青椒切成小斜块；4.冬菇片成两片；5.将茭白、青椒、冬菇，放入热油中氽透；6.炒勺上火，放入底油，用姜末炝勺；7.放入青椒、冬菇、茭白，加入料酒、精盐、白糖、味精，煸炒；8.放少许汤，用水淀粉勾芡，淋入鸡油，出勺装盘即成。,,早餐、中餐、晚餐,形色艳丽，质地鲜嫩，清淡适口。,清真菜 健脾开胃食谱 肝炎食谱 补虚养身食谱 利尿食谱,茭白500克,柿子椒50克 香菇（鲜）15克,料酒5克 盐5克 味精2克 白砂糖5克 鸡油25克 花生油40克 姜10克 淀粉(玉米)10克,7,0,8,8,7,0,0,清真菜,0.18毫克,549.41千卡,7.88克,41.18克,47.24克,38.34微克,10.92克,,34.3微克,0.06毫克,90.55毫克,21.98毫克,205微克,0.12毫克,3.19毫克,33.7毫克,199.43毫克,1079.73毫克,2161.5毫克,,47.84毫克,3.85毫克,2.01毫克,3.02微克,0.41毫克,2.98毫克,,,,,,66,3,12.8
127,2018-06-22 01:56:27,珊瑚萝卜条,腌,酸甜味,1.萝卜洗净去皮后改切10厘米长条；2.黄瓜洗净后一剖为二，每条再顺长切成四条，然后切成10厘米长段；3.将萝卜和黄瓜装在小盘内加精盐拌匀，30分钟后滗净水待用；4.干辣椒去籽切细丝；5.炒勺上火烧热，放麻油，烧热后放辣椒丝、姜丝煸炒；6.然后下白糖、白醋及适量精盐和水，烧开，熬一会儿即成酸甜味汁；7.倒在容器里冷却，再倒入装有萝卜和黄瓜的大碗内，盖严泡腌4小时即成；8.食用时，将萝卜条摆在下边，黄瓜条摆在上边呈桥形，点缀上辣椒丝、姜丝即可。,白萝卜 白萝卜忌人参、西洋参同食。,中餐、晚餐,酸甜辣脆，色泽悦目。,清真菜 健脾开胃食谱 消化不良食谱 减肥瘦身食谱 理气调理食谱,白萝卜1000克,黄瓜100克,白醋60克 白砂糖120克 辣椒(红、尖、干)2克 姜10克 盐15克 香油10克,7,0,7,8,3,6,0,清真菜,0.34毫克,806.74千卡,10.29克,11.83克,174.88克,299.54微克,11.6克,,47.8微克,,219.4毫克,16.35毫克,307微克,0.23毫克,3.3毫克,405.84毫克,278.06毫克,1796.5毫克,6652.27毫克,,173.92毫克,7.47毫克,3.32毫克,6.52微克,0.56毫克,1.61毫克,,,,,,54,4,18.0
128,2018-06-22 01:56:30,炒辣子鸡丁,滑炒,微辣,1.将鸡脯肉切成2厘米见方的丁；2.鸡丁放入蛋清、精盐、淀粉浆好；3.冬笋、青椒切丁；4.辣椒切小马蹄状；5.葱切片；6.炒勺上火，放入花生油烧热，放入鸡丁滑散；7.再放入冬笋丁、青椒丁稍炸，倒出沥油；8.将勺上火，放入底油，下入干辣椒、葱、姜末、蒜末，及所有原料煸炒；9.烹料酒，放酱油、白糖、味精，添汤，边颠炒边淋水淀粉挂芡，淋入麻油，装盘即成。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,早餐、中餐、晚餐,色泽金黄，质地脆嫩，味香微辣。,清真菜 健脾开胃食谱 单身食谱,鸡胸脯肉150克,冬笋25克 青椒25克 鸡蛋清30克,辣椒(红、尖、干)2克 料酒10克 酱油25克 味精2克 白砂糖1克 淀粉(玉米)15克 花生油100克 大葱25克 姜10克 大蒜（白皮）15克 盐2克 香油1克,7,7,7,7,7,0,0,清真菜,0.38毫克,1250.83千卡,37.74克,108.95克,32.14克,5.97微克,2.48克,123毫克,47.8微克,0.04毫克,20.45毫克,43.57毫克,142.5微克,0.2毫克,17.55毫克,74.58毫克,447.57毫克,792.96毫克,2476.1毫克,3微克,105.78毫克,7.9毫克,2.02毫克,19微克,0.38毫克,1.37毫克,,,,,,73,5,9.3
129,2018-06-22 01:56:33,回锅牛肉,熟炒,原本味,1.熟牛肉切成0.2*4厘米见方的薄片；2.青蒜择去黄叶、根须，洗净切为3厘米段；3.大葱、姜洗净均切成丝待用；4.炒锅置于旺火上，热锅注入花生油，四成油温时下入甜面酱煸炒出香味；5.紧接着下葱姜丝、熟牛肉，边翻炒边下入精盐、酱油、甜酱油，炒2至3分钟后下入青蒜苗，蒜苗成熟后，淋入线油即可出锅装盘。,,中餐、晚餐,肉片完整，色泽枣红，鲜醇甘香,清真菜 气血双补食谱 补虚养身食谱 术后食谱 冬季养生食谱,牛肉(肥瘦)350克,青蒜100克,盐4克 酱油4克 甜面酱6克 酱油5克 大葱2克 姜2克 花生油50克 辣椒油2克,7,6,7,7,7,0,0,清真菜,0.55毫克,950.11千卡,72.94克,67.01克,16.14克,0.3微克,1.9克,294毫克,124.34微克,,16.14毫克,25.98毫克,601.08微克,0.21毫克,20.5毫克,120.86毫克,644.42毫克,974.83毫克,2522.63毫克,0.79微克,104.88毫克,14.87毫克,17.24毫克,24.37微克,0.78毫克,0.68毫克,,,,,,54,2,29.0
